Entry	Entry name	Status	Protein names	Gene names	Organism	Length
B6EHV6	SUCC_ALISL	reviewed	Succinate--CoA ligase [ADP-forming] subunit beta (EC 6.2.1.5) (Succinyl-CoA synthetase subunit beta) (SCS-beta)	sucC VSAL_I0848	Aliivibrio salmonicida (strain LFI1238) (Vibrio salmonicida (strain LFI1238))	388
Q9KA20	SUCC_BACHD	reviewed	Succinate--CoA ligase [ADP-forming] subunit beta (EC 6.2.1.5) (Succinyl-CoA synthetase subunit beta) (SCS-beta)	sucC BH2470	Bacillus halodurans (strain ATCC BAA-125 / DSM 18197 / FERM 7344 / JCM 9153 / C-125)	386
A5VSQ3	SUCC_BRUO2	reviewed	Succinate--CoA ligase [ADP-forming] subunit beta (EC 6.2.1.5) (Succinyl-CoA synthetase subunit beta) (SCS-beta)	sucC BOV_1855	Brucella ovis (strain ATCC 25840 / 63/290 / NCTC 10512)	398
Q636J0	SUCC_BACCZ	reviewed	Succinate--CoA ligase [ADP-forming] subunit beta (EC 6.2.1.5) (Succinyl-CoA synthetase subunit beta) (SCS-beta)	sucC BCE33L3595	Bacillus cereus (strain ZK / E33L)	386
B1YVY6	SUCC_BURA4	reviewed	Succinate--CoA ligase [ADP-forming] subunit beta (EC 6.2.1.5) (Succinyl-CoA synthetase subunit beta) (SCS-beta)	sucC BamMC406_2570	Burkholderia ambifaria (strain MC40-6)	388
A1VYP2	SUCC_CAMJJ	reviewed	Succinate--CoA ligase [ADP-forming] subunit beta (EC 6.2.1.5) (Succinyl-CoA synthetase subunit beta) (SCS-beta)	sucC CJJ81176_0558	Campylobacter jejuni subsp. jejuni serotype O:23/36 (strain 81-176)	387
Q1IZE7	SUCC_DEIGD	reviewed	Succinate--CoA ligase [ADP-forming] subunit beta (EC 6.2.1.5) (Succinyl-CoA synthetase subunit beta) (SCS-beta)	sucC Dgeo_1088	Deinococcus geothermalis (strain DSM 11300)	385
Q14IV5	SUCC_FRAT1	reviewed	Succinate--CoA ligase [ADP-forming] subunit beta (EC 6.2.1.5) (Succinyl-CoA synthetase subunit beta) (SCS-beta)	sucC FTF0504c	Francisella tularensis subsp. tularensis (strain FSC 198)	387
O27115	SUCC_METTH	reviewed	Succinate--CoA ligase [ADP-forming] subunit beta (EC 6.2.1.5) (Succinyl-CoA synthetase subunit beta) (SCS-beta)	sucC MTH_1036	Methanothermobacter thermautotrophicus (strain ATCC 29096 / DSM 1053 / JCM 10044 / NBRC 100330 / Delta H) (Methanobacterium thermoautotrophicum)	365
B1YIL7	SUCC_EXIS2	reviewed	Succinate--CoA ligase [ADP-forming] subunit beta (EC 6.2.1.5) (Succinyl-CoA synthetase subunit beta) (SCS-beta)	sucC Exig_1891	Exiguobacterium sibiricum (strain DSM 17290 / JCM 13490 / 255-15)	386
A0QBP0	SUCC_MYCA1	reviewed	Succinate--CoA ligase [ADP-forming] subunit beta (EC 6.2.1.5) (Succinyl-CoA synthetase subunit beta) (SCS-beta)	sucC MAV_1074	Mycobacterium avium (strain 104)	387
B8F4Q2	SUCC_HAEPS	reviewed	Succinate--CoA ligase [ADP-forming] subunit beta (EC 6.2.1.5) (Succinyl-CoA synthetase subunit beta) (SCS-beta)	sucC HAPS_0656	Haemophilus parasuis serovar 5 (strain SH0165) (Glaesserella parasuis)	388
Q7U0Z1	SUCC_MYCBO	reviewed	Succinate--CoA ligase [ADP-forming] subunit beta (EC 6.2.1.5) (Succinyl-CoA synthetase subunit beta) (SCS-beta)	sucC BQ2027_MB0976	Mycobacterium bovis (strain ATCC BAA-935 / AF2122/97)	387
A4G230	SUCC_HERAR	reviewed	Succinate--CoA ligase [ADP-forming] subunit beta (EC 6.2.1.5) (Succinyl-CoA synthetase subunit beta) (SCS-beta)	sucC HEAR0343	Herminiimonas arsenicoxydans	388
C1ALT7	SUCC_MYCBT	reviewed	Succinate--CoA ligase [ADP-forming] subunit beta (EC 6.2.1.5) (Succinyl-CoA synthetase subunit beta) (SCS-beta)	sucC JTY_0975	Mycobacterium bovis (strain BCG / Tokyo 172 / ATCC 35737 / TMC 1019)	387
A6T6F6	SUCC_KLEP7	reviewed	Succinate--CoA ligase [ADP-forming] subunit beta (EC 6.2.1.5) (Succinyl-CoA synthetase subunit beta) (SCS-beta)	sucC KPN78578_07160 KPN_00734	Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 700721 / MGH 78578)	388
B2SYE8	SUCC_PARPJ	reviewed	Succinate--CoA ligase [ADP-forming] subunit beta (EC 6.2.1.5) (Succinyl-CoA synthetase subunit beta) (SCS-beta)	sucC Bphyt_3292	Paraburkholderia phytofirmans (strain DSM 17436 / LMG 22146 / PsJN) (Burkholderia phytofirmans)	389
B9LRR0	SUCC_HALLT	reviewed	Succinate--CoA ligase [ADP-forming] subunit beta (EC 6.2.1.5) (Succinyl-CoA synthetase subunit beta) (SCS-beta)	sucC Hlac_2207	Halorubrum lacusprofundi (strain ATCC 49239 / DSM 5036 / JCM 8891 / ACAM 34)	381
A5IH21	SUCC_LEGPC	reviewed	Succinate--CoA ligase [ADP-forming] subunit beta (EC 6.2.1.5) (Succinyl-CoA synthetase subunit beta) (SCS-beta)	sucC LPC_2768	Legionella pneumophila (strain Corby)	387
Q1QEK5	SUCC_PSYCK	reviewed	Succinate--CoA ligase [ADP-forming] subunit beta (EC 6.2.1.5) (Succinyl-CoA synthetase subunit beta) (SCS-beta)	sucC Pcryo_0114	Psychrobacter cryohalolentis (strain K5)	388
Q1AWI8	SUCC_RUBXD	reviewed	Succinate--CoA ligase [ADP-forming] subunit beta (EC 6.2.1.5) (Succinyl-CoA synthetase subunit beta) (SCS-beta)	sucC Rxyl_1276	Rubrobacter xylanophilus (strain DSM 9941 / NBRC 16129)	383
Q2NUM2	SUCC_SODGM	reviewed	Succinate--CoA ligase [ADP-forming] subunit beta (EC 6.2.1.5) (Succinyl-CoA synthetase subunit beta) (SCS-beta)	sucC SG0878	Sodalis glossinidius (strain morsitans)	388
B2TUB2	SUCC_SHIB3	reviewed	Succinate--CoA ligase [ADP-forming] subunit beta (EC 6.2.1.5) (Succinyl-CoA synthetase subunit beta) (SCS-beta)	sucC SbBS512_E0647	Shigella boydii serotype 18 (strain CDC 3083-94 / BS512)	388
A4Y7Q5	SUCC_SHEPC	reviewed	Succinate--CoA ligase [ADP-forming] subunit beta (EC 6.2.1.5) (Succinyl-CoA synthetase subunit beta) (SCS-beta)	sucC Sputcn32_2267	Shewanella putrefaciens (strain CN-32 / ATCC BAA-453)	388
A6WPA4	SUCC_SHEB8	reviewed	Succinate--CoA ligase [ADP-forming] subunit beta (EC 6.2.1.5) (Succinyl-CoA synthetase subunit beta) (SCS-beta)	sucC Shew185_2506	Shewanella baltica (strain OS185)	388
Q12M63	SUCC_SHEDO	reviewed	Succinate--CoA ligase [ADP-forming] subunit beta (EC 6.2.1.5) (Succinyl-CoA synthetase subunit beta) (SCS-beta)	sucC Sden_2181	Shewanella denitrificans (strain OS217 / ATCC BAA-1090 / DSM 15013)	388
Q8PHL5	SUCC_XANAC	reviewed	Succinate--CoA ligase [ADP-forming] subunit beta (EC 6.2.1.5) (Succinyl-CoA synthetase subunit beta) (SCS-beta)	sucC XAC3236	Xanthomonas axonopodis pv. citri (strain 306)	389
Q1RH56	SUCD_RICBR	reviewed	Succinate--CoA ligase [ADP-forming] subunit alpha (EC 6.2.1.5) (Succinyl-CoA synthetase subunit alpha) (SCS-alpha)	sucD RBE_1227	Rickettsia bellii (strain RML369-C)	291
Q6GHI9	SUCD_STAAR	reviewed	Succinate--CoA ligase [ADP-forming] subunit alpha (EC 6.2.1.5) (Succinyl-CoA synthetase subunit alpha) (SCS-alpha)	sucD SAR1222	Staphylococcus aureus (strain MRSA252)	302
A9R2F2	SUCC_YERPG	reviewed	Succinate--CoA ligase [ADP-forming] subunit beta (EC 6.2.1.5) (Succinyl-CoA synthetase subunit beta) (SCS-beta)	sucC YpAngola_A1386	Yersinia pestis bv. Antiqua (strain Angola)	388
C3P5N7	SUCC_BACAA	reviewed	Succinate--CoA ligase [ADP-forming] subunit beta (EC 6.2.1.5) (Succinyl-CoA synthetase subunit beta) (SCS-beta)	sucC BAA_3997	Bacillus anthracis (strain A0248)	386
C1F2F2	SUCC_ACIC5	reviewed	Succinate--CoA ligase [ADP-forming] subunit beta (EC 6.2.1.5) (Succinyl-CoA synthetase subunit beta) (SCS-beta)	sucC ACP_2612	Acidobacterium capsulatum (strain ATCC 51196 / DSM 11244 / JCM 7670 / NBRC 15755 / NCIMB 13165 / 161)	391
A7NDR1	SUCC_FRATF	reviewed	Succinate--CoA ligase [ADP-forming] subunit beta (EC 6.2.1.5) (Succinyl-CoA synthetase subunit beta) (SCS-beta)	sucC FTA_1639	Francisella tularensis subsp. holarctica (strain FTNF002-00 / FTA)	387
C4K7D7	SUCC_HAMD5	reviewed	Succinate--CoA ligase [ADP-forming] subunit beta (EC 6.2.1.5) (Succinyl-CoA synthetase subunit beta) (SCS-beta)	sucC HDEF_1889	Hamiltonella defensa subsp. Acyrthosiphon pisum (strain 5AT)	388
Q48K68	SUCC_PSE14	reviewed	Succinate--CoA ligase [ADP-forming] subunit beta (EC 6.2.1.5) (Succinyl-CoA synthetase subunit beta) (SCS-beta)	sucC PSPPH_1983	Pseudomonas savastanoi pv. phaseolicola (strain 1448A / Race 6) (Pseudomonas syringae pv. phaseolicola (strain 1448A / Race 6))	388
A4FP60	SUCC_SACEN	reviewed	Succinate--CoA ligase [ADP-forming] subunit beta (EC 6.2.1.5) (Succinyl-CoA synthetase subunit beta) (SCS-beta)	sucC SACE_6669	Saccharopolyspora erythraea (strain ATCC 11635 / DSM 40517 / JCM 4748 / NBRC 13426 / NCIMB 8594 / NRRL 2338)	389
Q21CW8	SUCC_RHOPB	reviewed	Succinate--CoA ligase [ADP-forming] subunit beta (EC 6.2.1.5) (Succinyl-CoA synthetase subunit beta) (SCS-beta)	sucC RPC_0193	Rhodopseudomonas palustris (strain BisB18)	399
A5WC33	SUCC_PSYWF	reviewed	Succinate--CoA ligase [ADP-forming] subunit beta (EC 6.2.1.5) (Succinyl-CoA synthetase subunit beta) (SCS-beta)	sucC PsycPRwf_0269	Psychrobacter sp. (strain PRwf-1)	389
A3D5J3	SUCC_SHEB5	reviewed	Succinate--CoA ligase [ADP-forming] subunit beta (EC 6.2.1.5) (Succinyl-CoA synthetase subunit beta) (SCS-beta)	sucC Sbal_2513	Shewanella baltica (strain OS155 / ATCC BAA-1091)	388
Q87A98	SUCC_XYLFT	reviewed	Succinate--CoA ligase [ADP-forming] subunit beta (EC 6.2.1.5) (Succinyl-CoA synthetase subunit beta) (SCS-beta)	sucC PD_1930	Xylella fastidiosa (strain Temecula1 / ATCC 700964)	387
A3DLR9	SUCC_STAMF	reviewed	Succinate--CoA ligase [ADP-forming] subunit beta (EC 6.2.1.5) (Succinyl-CoA synthetase subunit beta) (SCS-beta)	sucC Smar_0470	Staphylothermus marinus (strain ATCC 43588 / DSM 3639 / JCM 9404 / F1)	379
Q2YXM1	SUCC_STAAB	reviewed	Succinate--CoA ligase [ADP-forming] subunit beta (EC 6.2.1.5) (Succinyl-CoA synthetase subunit beta) (SCS-beta)	sucC SAB1109	Staphylococcus aureus (strain bovine RF122 / ET3-1)	388
Q5HGI7	SUCC_STAAC	reviewed	Succinate--CoA ligase [ADP-forming] subunit beta (EC 6.2.1.5) (Succinyl-CoA synthetase subunit beta) (SCS-beta)	sucC SACOL1262	Staphylococcus aureus (strain COL)	388
Q0T6W6	SUCC_SHIF8	reviewed	Succinate--CoA ligase [ADP-forming] subunit beta (EC 6.2.1.5) (Succinyl-CoA synthetase subunit beta) (SCS-beta)	sucC SFV_0608	Shigella flexneri serotype 5b (strain 8401)	388
Q3Z476	SUCC_SHISS	reviewed	Succinate--CoA ligase [ADP-forming] subunit beta (EC 6.2.1.5) (Succinyl-CoA synthetase subunit beta) (SCS-beta)	sucC SSON_0679	Shigella sonnei (strain Ss046)	388
B8GN38	SUCC_THISH	reviewed	Succinate--CoA ligase [ADP-forming] subunit beta (EC 6.2.1.5) (Succinyl-CoA synthetase subunit beta) (SCS-beta)	sucC Tgr7_0808	Thioalkalivibrio sulfidiphilus (strain HL-EbGR7)	386
B8E770	SUCC_SHEB2	reviewed	Succinate--CoA ligase [ADP-forming] subunit beta (EC 6.2.1.5) (Succinyl-CoA synthetase subunit beta) (SCS-beta)	sucC Sbal223_1838	Shewanella baltica (strain OS223)	388
B2HED1	SUCC_MYCMM	reviewed	Succinate--CoA ligase [ADP-forming] subunit beta (EC 6.2.1.5) (Succinyl-CoA synthetase subunit beta) (SCS-beta)	sucC MMAR_4550	Mycobacterium marinum (strain ATCC BAA-535 / M)	387
B3CTW0	SUCC_ORITI	reviewed	Succinate--CoA ligase [ADP-forming] subunit beta (EC 6.2.1.5) (Succinyl-CoA synthetase subunit beta) (SCS-beta)	sucC OTT_1349	Orientia tsutsugamushi (strain Ikeda) (Rickettsia tsutsugamushi)	386
A1TEP3	SUCC_MYCVP	reviewed	Succinate--CoA ligase [ADP-forming] subunit beta (EC 6.2.1.5) (Succinyl-CoA synthetase subunit beta) (SCS-beta)	sucC Mvan_4870	Mycolicibacterium vanbaalenii (strain DSM 7251 / JCM 13017 / NRRL B-24157 / PYR-1) (Mycobacterium vanbaalenii)	387
A1AZH7	SUCC_PARDP	reviewed	Succinate--CoA ligase [ADP-forming] subunit beta (EC 6.2.1.5) (Succinyl-CoA synthetase subunit beta) (SCS-beta)	sucC Pden_0559	Paracoccus denitrificans (strain Pd 1222)	397
C3K6N0	SUCC_PSEFS	reviewed	Succinate--CoA ligase [ADP-forming] subunit beta (EC 6.2.1.5) (Succinyl-CoA synthetase subunit beta) (SCS-beta)	sucC PFLU_1823	Pseudomonas fluorescens (strain SBW25)	388
A1AVI3	SUCC_RUTMC	reviewed	Succinate--CoA ligase [ADP-forming] subunit beta (EC 6.2.1.5) (Succinyl-CoA synthetase subunit beta) (SCS-beta)	sucC Rmag_0146	Ruthia magnifica subsp. Calyptogena magnifica	386
A8GUV0	SUCC_RICB8	reviewed	Succinate--CoA ligase [ADP-forming] subunit beta (EC 6.2.1.5) (Succinyl-CoA synthetase subunit beta) (SCS-beta)	sucC A1I_01105	Rickettsia bellii (strain OSU 85-389)	385
B5EZG1	SUCC_SALA4	reviewed	Succinate--CoA ligase [ADP-forming] subunit beta (EC 6.2.1.5) (Succinyl-CoA synthetase subunit beta) (SCS-beta)	sucC SeAg_B0771	Salmonella agona (strain SL483)	388
A7NNW3	SUCC_ROSCS	reviewed	Succinate--CoA ligase [ADP-forming] subunit beta (EC 6.2.1.5) (Succinyl-CoA synthetase subunit beta) (SCS-beta)	sucC Rcas_3203	Roseiflexus castenholzii (strain DSM 13941 / HLO8)	379
B9KNB3	SUCC_RHOSK	reviewed	Succinate--CoA ligase [ADP-forming] subunit beta (EC 6.2.1.5) (Succinyl-CoA synthetase subunit beta) (SCS-beta)	sucC RSKD131_2359	Rhodobacter sphaeroides (strain KD131 / KCTC 12085)	397
A8F1K7	SUCC_RICM5	reviewed	Succinate--CoA ligase [ADP-forming] subunit beta (EC 6.2.1.5) (Succinyl-CoA synthetase subunit beta) (SCS-beta)	sucC RMA_0614	Rickettsia massiliae (strain Mtu5)	386
B9DPG0	SUCC_STACT	reviewed	Succinate--CoA ligase [ADP-forming] subunit beta (EC 6.2.1.5) (Succinyl-CoA synthetase subunit beta) (SCS-beta)	sucC Sca_0882	Staphylococcus carnosus (strain TM300)	388
Q8CPH5	SUCC_STAES	reviewed	Succinate--CoA ligase [ADP-forming] subunit beta (EC 6.2.1.5) (Succinyl-CoA synthetase subunit beta) (SCS-beta)	sucC SE_0923	Staphylococcus epidermidis (strain ATCC 12228)	388
Q6GHJ0	SUCC_STAAR	reviewed	Succinate--CoA ligase [ADP-forming] subunit beta (EC 6.2.1.5) (Succinyl-CoA synthetase subunit beta) (SCS-beta)	sucC SAR1221	Staphylococcus aureus (strain MRSA252)	388
P99507	SUCB1_CANLF	reviewed	Succinate--CoA ligase [ADP-forming] subunit beta, mitochondrial (EC 6.2.1.5) (ATP-specific succinyl-CoA synthetase subunit beta) (A-SCS) (Succinyl-CoA synthetase beta-A chain) (SCS-betaA) (Fragment)	SUCLA2	Canis lupus familiaris (Dog) (Canis familiaris)	20
B5FC28	SUCC_ALIFM	reviewed	Succinate--CoA ligase [ADP-forming] subunit beta (EC 6.2.1.5) (Succinyl-CoA synthetase subunit beta) (SCS-beta)	sucC VFMJ11_0863	Aliivibrio fischeri (strain MJ11) (Vibrio fischeri)	388
A7Z4M9	SUCC_BACVZ	reviewed	Succinate--CoA ligase [ADP-forming] subunit beta (EC 6.2.1.5) (Succinyl-CoA synthetase subunit beta) (SCS-beta)	sucC RBAM_015920	Bacillus velezensis (strain DSM 23117 / BGSC 10A6 / FZB42) (Bacillus amyloliquefaciens subsp. plantarum)	385
Q0BC71	SUCC_BURCM	reviewed	Succinate--CoA ligase [ADP-forming] subunit beta (EC 6.2.1.5) (Succinyl-CoA synthetase subunit beta) (SCS-beta)	sucC Bamb_2696	Burkholderia ambifaria (strain ATCC BAA-244 / AMMD) (Burkholderia cepacia (strain AMMD))	388
Q2IIC1	SUCC_ANADE	reviewed	Succinate--CoA ligase [ADP-forming] subunit beta (EC 6.2.1.5) (Succinyl-CoA synthetase subunit beta) (SCS-beta)	sucC Adeh_1627	Anaeromyxobacter dehalogenans (strain 2CP-C)	388
Q5WZ04	SUCC_LEGPL	reviewed	Succinate--CoA ligase [ADP-forming] subunit beta (EC 6.2.1.5) (Succinyl-CoA synthetase subunit beta) (SCS-beta)	sucC lpl0580	Legionella pneumophila (strain Lens)	387
A5UCR4	SUCC_HAEIE	reviewed	Succinate--CoA ligase [ADP-forming] subunit beta (EC 6.2.1.5) (Succinyl-CoA synthetase subunit beta) (SCS-beta)	sucC CGSHiEE_06060	Haemophilus influenzae (strain PittEE)	389
A3Q5P5	SUCC_MYCSJ	reviewed	Succinate--CoA ligase [ADP-forming] subunit beta (EC 6.2.1.5) (Succinyl-CoA synthetase subunit beta) (SCS-beta)	sucC Mjls_4707	Mycobacterium sp. (strain JLS)	387
Q5F878	SUCC_NEIG1	reviewed	Succinate--CoA ligase [ADP-forming] subunit beta (EC 6.2.1.5) (Succinyl-CoA synthetase subunit beta) (SCS-beta)	sucC NGO0913	Neisseria gonorrhoeae (strain ATCC 700825 / FA 1090)	388
C1A3F2	SUCC_RHOE4	reviewed	Succinate--CoA ligase [ADP-forming] subunit beta (EC 6.2.1.5) (Succinyl-CoA synthetase subunit beta) (SCS-beta)	sucC RER_44290	Rhodococcus erythropolis (strain PR4 / NBRC 100887)	389
Q2K3F0	SUCC_RHIEC	reviewed	Succinate--CoA ligase [ADP-forming] subunit beta (EC 6.2.1.5) (Succinyl-CoA synthetase subunit beta) (SCS-beta)	sucC RHE_CH03890	Rhizobium etli (strain CFN 42 / ATCC 51251)	397
B3Q760	SUCC_RHOPT	reviewed	Succinate--CoA ligase [ADP-forming] subunit beta (EC 6.2.1.5) (Succinyl-CoA synthetase subunit beta) (SCS-beta)	sucC Rpal_0186	Rhodopseudomonas palustris (strain TIE-1)	398
Q1MAW1	SUCC_RHIL3	reviewed	Succinate--CoA ligase [ADP-forming] subunit beta (EC 6.2.1.5) (Succinyl-CoA synthetase subunit beta) (SCS-beta)	sucC RL4438	Rhizobium leguminosarum bv. viciae (strain 3841)	397
Q8Y1Y3	SUCC_RALSO	reviewed	Succinate--CoA ligase [ADP-forming] subunit beta (EC 6.2.1.5) (Succinyl-CoA synthetase subunit beta) (SCS-beta)	sucC RSc0554 RS04911	Ralstonia solanacearum (strain GMI1000) (Pseudomonas solanacearum)	388
A9WKU9	SUCC_RENSM	reviewed	Succinate--CoA ligase [ADP-forming] subunit beta (EC 6.2.1.5) (Succinyl-CoA synthetase subunit beta) (SCS-beta)	sucC RSal33209_0352	Renibacterium salmoninarum (strain ATCC 33209 / DSM 20767 / JCM 11484 / NBRC 15589 / NCIMB 2235)	389
Q6G9W8	SUCC_STAAS	reviewed	Succinate--CoA ligase [ADP-forming] subunit beta (EC 6.2.1.5) (Succinyl-CoA synthetase subunit beta) (SCS-beta)	sucC SAS1179	Staphylococcus aureus (strain MSSA476)	388
Q324I4	SUCC_SHIBS	reviewed	Succinate--CoA ligase [ADP-forming] subunit beta (EC 6.2.1.5) (Succinyl-CoA synthetase subunit beta) (SCS-beta)	sucC SBO_0586	Shigella boydii serotype 4 (strain Sb227)	388
Q66DA0	SUCC_YERPS	reviewed	Succinate--CoA ligase [ADP-forming] subunit beta (EC 6.2.1.5) (Succinyl-CoA synthetase subunit beta) (SCS-beta)	sucC YPTB1149	Yersinia pseudotuberculosis serotype I (strain IP32953)	388
O28098	SUCD2_ARCFU	reviewed	Succinate--CoA ligase [ADP-forming] subunit alpha 2 (EC 6.2.1.5) (Succinyl-CoA synthetase subunit alpha 2) (SCS-alpha 2)	sucD2 AF_2185	Archaeoglobus fulgidus (strain ATCC 49558 / VC-16 / DSM 4304 / JCM 9628 / NBRC 100126)	287
A3QDH6	SUCC_SHELP	reviewed	Succinate--CoA ligase [ADP-forming] subunit beta (EC 6.2.1.5) (Succinyl-CoA synthetase subunit beta) (SCS-beta)	sucC Shew_1657	Shewanella loihica (strain ATCC BAA-1088 / PV-4)	388
A1WLG5	SUCC_VEREI	reviewed	Succinate--CoA ligase [ADP-forming] subunit beta (EC 6.2.1.5) (Succinyl-CoA synthetase subunit beta) (SCS-beta)	sucC Veis_2730	Verminephrobacter eiseniae (strain EF01-2)	388
A8H3H6	SUCC_SHEPA	reviewed	Succinate--CoA ligase [ADP-forming] subunit beta (EC 6.2.1.5) (Succinyl-CoA synthetase subunit beta) (SCS-beta)	sucC Spea_1790	Shewanella pealeana (strain ATCC 700345 / ANG-SQ1)	388
Q8NX01	SUCD_STAAW	reviewed	Succinate--CoA ligase [ADP-forming] subunit alpha (EC 6.2.1.5) (Succinyl-CoA synthetase subunit alpha) (SCS-alpha)	sucD MW1129	Staphylococcus aureus (strain MW2)	302
O08371	SUCD_RICPR	reviewed	Succinate--CoA ligase [ADP-forming] subunit alpha (EC 6.2.1.5) (Succinyl-CoA synthetase subunit alpha) (SCS-alpha)	sucD RP432	Rickettsia prowazekii (strain Madrid E)	292
Q8CPH4	SUCD_STAES	reviewed	Succinate--CoA ligase [ADP-forming] subunit alpha (EC 6.2.1.5) (Succinyl-CoA synthetase subunit alpha) (SCS-alpha)	sucD SE_0924	Staphylococcus epidermidis (strain ATCC 12228)	302
P66866	SUCD_STAAM	reviewed	Succinate--CoA ligase [ADP-forming] subunit alpha (EC 6.2.1.5) (Succinyl-CoA synthetase subunit alpha) (SCS-alpha)	sucD SAV1246	Staphylococcus aureus (strain Mu50 / ATCC 700699)	302
B0VSL0	SUCC_ACIBS	reviewed	Succinate--CoA ligase [ADP-forming] subunit beta (EC 6.2.1.5) (Succinyl-CoA synthetase subunit beta) (SCS-beta)	sucC ABSDF0778	Acinetobacter baumannii (strain SDF)	388
B9JCF4	SUCC_AGRRK	reviewed	Succinate--CoA ligase [ADP-forming] subunit beta (EC 6.2.1.5) (Succinyl-CoA synthetase subunit beta) (SCS-beta)	sucC Arad_4336	Agrobacterium radiobacter (strain K84 / ATCC BAA-868)	397
A9M8R2	SUCC_BRUC2	reviewed	Succinate--CoA ligase [ADP-forming] subunit beta (EC 6.2.1.5) (Succinyl-CoA synthetase subunit beta) (SCS-beta)	sucC BCAN_A1970	Brucella canis (strain ATCC 23365 / NCTC 10854)	398
A0LRU4	SUCC_ACIC1	reviewed	Succinate--CoA ligase [ADP-forming] subunit beta (EC 6.2.1.5) (Succinyl-CoA synthetase subunit beta) (SCS-beta)	sucC Acel_0380	Acidothermus cellulolyticus (strain ATCC 43068 / 11B)	392
Q1LTZ4	SUCC_BAUCH	reviewed	Succinate--CoA ligase [ADP-forming] subunit beta (EC 6.2.1.5) (Succinyl-CoA synthetase subunit beta) (SCS-beta)	sucC BCI_0097	Baumannia cicadellinicola subsp. Homalodisca coagulata	393
A4IZC2	SUCC_FRATW	reviewed	Succinate--CoA ligase [ADP-forming] subunit beta (EC 6.2.1.5) (Succinyl-CoA synthetase subunit beta) (SCS-beta)	sucC FTW_1561	Francisella tularensis subsp. tularensis (strain WY96-3418)	387
P9WGC4	SUCC_MYCTO	reviewed	Succinate--CoA ligase [ADP-forming] subunit beta (EC 6.2.1.5) (Succinyl-CoA synthetase subunit beta) (SCS-beta)	sucC MT0978	Mycobacterium tuberculosis (strain CDC 1551 / Oshkosh)	387
Q02K73	SUCC_PSEAB	reviewed	Succinate--CoA ligase [ADP-forming] subunit beta (EC 6.2.1.5) (Succinyl-CoA synthetase subunit beta) (SCS-beta)	sucC PA14_43950	Pseudomonas aeruginosa (strain UCBPP-PA14)	388
A1KH85	SUCC_MYCBP	reviewed	Succinate--CoA ligase [ADP-forming] subunit beta (EC 6.2.1.5) (Succinyl-CoA synthetase subunit beta) (SCS-beta)	sucC BCG_1005	Mycobacterium bovis (strain BCG / Pasteur 1173P2)	387
Q6LTB5	SUCC_PHOPR	reviewed	Succinate--CoA ligase [ADP-forming] subunit beta (EC 6.2.1.5) (Succinyl-CoA synthetase subunit beta) (SCS-beta)	sucC PBPRA1050	Photobacterium profundum (strain SS9)	388
Q3B5J6	SUCC_PELLD	reviewed	Succinate--CoA ligase [ADP-forming] subunit beta (EC 6.2.1.5) (Succinyl-CoA synthetase subunit beta) (SCS-beta)	sucC Plut_0497	Pelodictyon luteolum (strain DSM 273 / 2530) (Chlorobium luteolum)	391
A5U0Z1	SUCC_MYCTA	reviewed	Succinate--CoA ligase [ADP-forming] subunit beta (EC 6.2.1.5) (Succinyl-CoA synthetase subunit beta) (SCS-beta)	sucC MRA_0958	Mycobacterium tuberculosis (strain ATCC 25177 / H37Ra)	387
A4WL16	SUCC_PYRAR	reviewed	Succinate--CoA ligase [ADP-forming] subunit beta (EC 6.2.1.5) (Succinyl-CoA synthetase subunit beta) (SCS-beta)	sucC Pars_1529	Pyrobaculum arsenaticum (strain DSM 13514 / JCM 11321)	382
A7N158	SUCC_VIBCB	reviewed	Succinate--CoA ligase [ADP-forming] subunit beta (EC 6.2.1.5) (Succinyl-CoA synthetase subunit beta) (SCS-beta)	sucC VIBHAR_01357	Vibrio campbellii (strain ATCC BAA-1116 / BB120)	388
B1KPH0	SUCC_SHEWM	reviewed	Succinate--CoA ligase [ADP-forming] subunit beta (EC 6.2.1.5) (Succinyl-CoA synthetase subunit beta) (SCS-beta)	sucC Swoo_1839	Shewanella woodyi (strain ATCC 51908 / MS32)	388
A8GB83	SUCC_SERP5	reviewed	Succinate--CoA ligase [ADP-forming] subunit beta (EC 6.2.1.5) (Succinyl-CoA synthetase subunit beta) (SCS-beta)	sucC Spro_1269	Serratia proteamaculans (strain 568)	388
O26663	SUCD_METTH	reviewed	Succinate--CoA ligase [ADP-forming] subunit alpha (EC 6.2.1.5) (Succinyl-CoA synthetase subunit alpha) (SCS-alpha)	sucD MTH_563	Methanothermobacter thermautotrophicus (strain ATCC 29096 / DSM 1053 / JCM 10044 / NBRC 100330 / Delta H) (Methanobacterium thermoautotrophicum)	293
A4SZY0	SUCC_POLAQ	reviewed	Succinate--CoA ligase [ADP-forming] subunit beta (EC 6.2.1.5) (Succinyl-CoA synthetase subunit beta) (SCS-beta)	sucC Pnuc_1831	Polynucleobacter asymbioticus (strain DSM 18221 / CIP 109841 / QLW-P1DMWA-1) (Polynucleobacter necessarius subsp. asymbioticus)	389
P9WGC6	SUCD_MYCTO	reviewed	Succinate--CoA ligase [ADP-forming] subunit alpha (EC 6.2.1.5) (Succinyl-CoA synthetase subunit alpha) (SCS-alpha)	sucD MT0979	Mycobacterium tuberculosis (strain CDC 1551 / Oshkosh)	303
